09-19 15:28	xGwVu1s7204	55
09-19 15:28	hb_h3dnDqCU	28
09-19 15:58	xGwVu1s7204	103
09-19 15:58	hb_h3dnDqCU	28
09-19 16:28	xGwVu1s7204	141
09-19 16:28	hb_h3dnDqCU	28
09-19 16:58	xGwVu1s7204	169
09-19 16:59	hb_h3dnDqCU	60
09-19 17:29	xGwVu1s7204	187
09-19 17:29	hb_h3dnDqCU	60
09-19 17:59	xGwVu1s7204	207
09-19 17:59	hb_h3dnDqCU	60
09-19 18:29	xGwVu1s7204	247
09-19 18:29	hb_h3dnDqCU	60
09-19 18:59	xGwVu1s7204	260
09-19 18:59	hb_h3dnDqCU	30
